Sr No	Token	Original Token	UPOS	EngPOS	SPOS	case	Gender	Number	Person	Morphology Form	Lema	pronunciation
8	ڪم	ڪم	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڪم	kam
9	ڪرڻ	ڪر	VERB	VB 	فعل			Number = Sing		Morphology Form = Simple	ڪر	karan
10	نه	نه	ADV	RB 	ظرف					Morphology Form = Simple	نه	Na 
11	ڇڏيو	ڇڏ	VERB	VBD 	فعل					Morphology Form = Bound	ڇڏ	chhaddyo
12	.	.	PERIOD		پورو دم							Dot
1	مان	مان	PRON	PRP 	ضمير	Case = Nom				Morphology Form = Simple	مان	Maan
2	هينئر	هينئر	ADV	RB 	ظرف					Morphology Form = Simple	هينئر	Heenr
3	گھران	گھر	NOUN	NN 	اسم	Case = Ablative		Number = Sing		Morphology Form = Bound	گھر	gharaan
4	ٿو	ٿو	VERB	VB 	فعل					Morphology Form = Simple	ٿو	tho
5	اچان	اچ	VERB	VB 	فعل			Number = Sing		Morphology Form = Bound	اچ	Achaan
6	.	.	PERIOD		پورو دم							Dot
1	مائٽن	مائٽ	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	مائٽ	Maaetrin
2	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
3	عزت	عزت	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	عزت	izat
4	ڏي	ڏي	VERB	VB 	فعل					Morphology Form = Simple	ڏي	Dde
5	ته	ته	ADP	IN 	حرفِ جر					Morphology Form = Simple	ته	ta
6	توکي	تو	PRON	PRP 	ضمير					Morphology Form = Bound	توکي	Tokhay
7	به	به	ADP	IN 	حرفِ جر					Morphology Form = Simple	به	Bi
8	عزت	عزت	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	عزت	izat
9	ملي	مل	VERB	VB 	فعل					Morphology Form = Bound	مل	Milay
10	.	.	PERIOD		پورو دم							Dot
1	ماءُ	ماءُ	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ماءُ	Maau
2	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
3	پيار	پيار	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	پيار	pyaar
4	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
5	کان	کان	ADP	IN 	حرفِ جر					Morphology Form = Simple	کان	khaan
6	ڄمڻ	ڄم	VERB	VB 	فعل					Morphology Form = Simple	ڄم	Jjman
7	کان	کان	ADP	IN 	حرفِ جر					Morphology Form = Simple	کان	khaan
8	مرڻ	مر	VERB	VB 	فعل					Morphology Form = Bound	مر	Maran
9	تائين	تائين	ADP	IN 	حرفِ جر					Morphology Form = Bound	تائين	Taaeen
10	نه	نه	ADV	RB 	ظرف					Morphology Form = Simple	نه	Na 
11	وسرندو	وسر	VERB	VBZ 	فعل					Morphology Form = Bound	وسرندو	Wisrando
12	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
13	.	.	PERIOD		پورو دم							Dot
1	ماءُ	ماءُ	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ماءُ	Maau
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	پيرن	پير	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	پير	per
4	هيٺيان	هيٺ	ADJ	JJ 	صفت					Morphology Form = Bound	هيٺ	Hethiaan
5	جنت	جنت	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	جنت	Janat
6	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
7	.	.	PERIOD		پورو دم							Dot
1	لوهر	لوهر	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	لوهر	Lohar
2	پينگھو	پينگھ	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	پينگھو	peengho
3	ٺاهي	ٺاه	VERB	VB 	فعل					Morphology Form = Bound	ٺاهي	Thaahay
4	ٿو	ٿو	VERB	VB 	فعل					Morphology Form = Simple	ٿو	tho
5	.	.	PERIOD		پورو دم							Dot
1	لوهارڪي	لوهار	ADJ	JJ 	صفت					Morphology Form = Bound	لوهارڪي	Loharkay
2	ڪم	ڪم	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڪم	kam
3	۾	۾	ADP	IN 	حرفِ جر					Morphology Form = Simple	۾	Me
4	هٿ	هٿ	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	هٿ	Hath
5	سخت	سخت	ADJ	JJ 	صفت					Morphology Form = Simple	سخت	Sakht
6	ٺاهي	ٺاه	VERB	VB 	فعل					Morphology Form = Bound	ٺاهي	Thaahay
7	ٿو	ٿو	VERB	VB 	فعل					Morphology Form = Simple	ٿو	tho
8	.	.	PERIOD		پورو دم							Dot
1	لڳي	لڳ	VERB	VB 	فعل					Morphology Form = Bound	لڳ	Laghay
2	رهي	ره	VERB	VB 	فعل					Morphology Form = Bound	رهي	Rahay
3	آ	آ	VERB		فعل			Number = Sing		Morphology Form = Simple		Aa
4	ٿڌڙي	ٿڌ	ADJ	JJ 	صفت					Morphology Form = Bound	ٿڌڙي	thadhrri
5	هير	هير	PROPN	NNP	اسم خاص	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	هير	Heer
6	.	.	PERIOD		پورو دم							Dot
1	گوپال	گوپال	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گوپال	Gopal
2	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
3	سڏ	سڏ	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سڏ	Sadd
4	ڪيم	ڪيم	VERB	VBD 	فعل					Morphology Form = Bound	ڪيم	kayam
5	پر	پر	CONJ	CC 	حرف جملو					Morphology Form = Simple	پر	per
6	هُو	هُو	DET	DT 	ضمير اشارو					Morphology Form = Simple	هُو	Hoo
7	هليو	هل	VERB	VBD 	فعل					Morphology Form = Bound	هل	Halyo
8	ويو	ويو	VERB	VBD 	فعل					Morphology Form = Bound	ويو	Wayo
9	.	.	PERIOD		پورو دم							Dot
1	گوپال	گوپال	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گوپال	Gopal
2	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
3	سڏ	سڏ	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سڏ	Sadd
4	ڪيم	ڪيم	VERB	VBD 	فعل					Morphology Form = Bound	ڪيم	kayam
5	پر	پر	CONJ	CC 	حرف جملو					Morphology Form = Simple	پر	per
6	هُو	هُو	DET	DT 	ضمير اشارو					Morphology Form = Simple	هُو	Hoo
7	اسلم	اسلم	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	اسلم	Aslam
8	سان	سان	ADP	IN 	حرفِ جر					Morphology Form = Bound	سان	Saan
9	هليو	هل	VERB	VBD 	فعل					Morphology Form = Bound	هل	Halyo
10	ويو	ويو	VERB	VBD 	فعل					Morphology Form = Bound	ويو	Wayo
11	.	.	PERIOD		پورو دم							Dot
12	گوپال	گوپال	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گوپال	Gopal
13	بلدياتي	بلديات	ADJ	JJ 	صفت			Number = Sing		Morphology Form = Bound	بلديات	Baldiaaty
14	چونڊون	چونڊ	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	چونڊ	choondoon
15	هارايون	هار	VERB	VB 	فعل					Morphology Form = Bound	هار	Haraayoon
16	.	.	PERIOD		پورو دم							Dot
1	گھڻوڪري	گھڻو	ADV	RB 	ظرف					Morphology Form = Bound	گھڻو	Ghannokaray
2	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
3	لاتعلقي	لاتعلق	NOUN	NN 	اسم		Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	لاتعلق	Laataaluqi
4	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
5	اظهار	اظهار	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	اظهار	Izhaar
6	ڪري	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	karay
7	پنهنجي	پنهنجي	PRON	PRP 	ضمير					Morphology Form = Bound	پنهنجي	Pahenji
8	ذميواري	ذميوار	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing		Morphology Form = Bound	ذميوار	Zimewaari
9	نٿا	نٿا	ADV	RB 	ظرف					Morphology Form = Bound	نٿا	Nathaa
10	نڀائين	نڀاءِ	VERB	VB 	فعل					Morphology Form = Bound	نڀاءِ	Nibhaaeen
11	.	.	PERIOD		پورو دم							Dot
1	گلن	گل	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	گل	gulan
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	خوشبوءِ	خوشبوءِ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	خوشبوءِ	Khushbooe
4	ماحول	ماحول	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماحول	Maahol
5	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
6	معطر	معطر	ADJ	JJ 	صفت					Morphology Form = Bound	معطر	Muatar
7	ڪري	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	karay
8	ڇڏي	ڇڏ	VERB	VB 	فعل					Morphology Form = Bound	ڇڏ	chhaday
9	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
10	.	.	PERIOD		پورو دم							Dot
1	گلن	گل	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	گل	gulan
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	خوشبوءِ	خوشبوءِ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	خوشبوءِ	Khushbooe
4	ماحول	ماحول	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماحول	Maahol
5	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
6	بهتر	بهتر	ADJ	JJ 	صفت			Number = Sing		Morphology Form = Simple	بهتر	Behtar
7	ڪري	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	karay
8	ڇڏي	ڇڏ	VERB	VB 	فعل					Morphology Form = Bound	ڇڏ	chhaday
9	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
10	.	.	PERIOD		پورو دم							Dot
1	گلن	گل	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	گل	gulan
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	خوشبوءِ	خوشبوءِ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	خوشبوءِ	Khushbooe
4	ماحول	ماحول	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماحول	Maahol
5	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
6	خوشگوار	خوش	ADJ	JJ 	صفت					Morphology Form = Simple	خوش	Khushgawaar
7	ڪري	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	karay
8	ڇڏي	ڇڏ	VERB	VB 	فعل					Morphology Form = Bound	ڇڏ	chhaday
9	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
10	.	.	PERIOD		پورو دم							Dot
1	گلن	گل	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	گل	gulan
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	خوشبوءِ	خوشبوءِ	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Bound	خوشبوءِ	Khushbooe
4	آسپاس	آس	NOUN	NN 	اسم					Morphology Form = Bound	آسپاس	Aaspaas
5	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
6	ماحول	ماحول	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماحول	Maahol
7	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
8	سٺو	سٺو	ADJ	JJ 	صفت					Morphology Form = Bound	سٺو	Sutho
9	ڪري	ڪر	VERB	VB 	فعل					Morphology Form = Bound	ڪر	karay
10	ڇڏي	ڇڏ	VERB	VB 	فعل					Morphology Form = Bound	ڇڏ	chhaday
11	ٿي	ٿي	VERB	VB 	فعل					Morphology Form = Simple	ٿي	thee
12	.	.	PERIOD		پورو دم							Dot
1	جيڪڏهن	جيڪڏهن	CONJ	CC 	حرف جملو					Morphology Form = Bound	جيڪڏهن	Jekadahen
2	توهان	توهان	PRON	PRP 	ضمير					Morphology Form = Bound	توهان	Tawhaan
3	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
4	مذهب	مذهب	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	مذهب	Mazhab
5	توهان	توهان	PRON	PRP 	ضمير					Morphology Form = Bound	توهان	Tawhaan
6	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
7	ڪنهن	ڪنهن	DET	DT 	ضمير اشارو					Morphology Form = Simple	ڪنهن	kehn
8	سان	سان	ADP	IN 	حرفِ جر					Morphology Form = Bound	سان	Saan
9	نفرت	نفرت	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	نفرت	Nafrat
10	ڪرڻ	ڪر	VERB	VB 	فعل			Number = Sing		Morphology Form = Simple	ڪر	karan
11	سيکاري	سيکار	VERB	VB 	فعل					Morphology Form = Bound	سيکار	Sekhaare
12	ته	ته	ADP	IN 	حرفِ جر					Morphology Form = Simple	ته	ta
13	توهان	توهان	PRON	PRP 	ضمير					Morphology Form = Bound	توهان	Tawhaan
14	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
15	پنهنجو	پنهنجو	PRON	PRP 	ضمير	Case = Possessive				Morphology Form = Bound	پنهنجو	pahenjo
16	مذهب	مذهب	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	مذهب	Mazhab
17	مٽائڻ	مٽاءِ	VERB	VB 	فعل					Morphology Form = Bound	مٽاءِ	Mitaaen
18	گھرجي	گھرج	AUX	VB 	فعل معاون					Morphology Form = Bound	گھرجي	ghurjay
19	.	.	PERIOD		پورو دم							Dot
1	ڇا	ڇا	ADV	RB 	ظرف					Morphology Form = Simple	ڇا	chhaa
2	نوڪيا	نوڪيا	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	نوڪيا	Nokia
3	ڪمپني	ڪمپني	NOUN	NN 	اسم	Case = Nom	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	ڪمپني	company
4	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
5	بند	بند	ADJ	JJ 	صفت			Number = Sing	Person = 3	Morphology Form = Simple	بند	Band
6	ڪيو	ڪيو	VERB	VB 	فعل					Morphology Form = Simple	ڪيو	kayo
7	ويو	ويو	VERB	VBD 	فعل					Morphology Form = Bound	ويو	Wayo
8	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
9	؟	؟	SYM		نشاني							?
1	مذهبن	مذهب	NOUN	NNS	اسم	Case = Nom		Number = Plur		Morphology Form = Bound	مذهب	Mazhaban
2	ملڪ	ملڪ	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ملڪ	Mulk
3	۾	۾	ADP	IN 	حرفِ جر					Morphology Form = Simple	۾	Me
4	ماڻهو	ماڻهو	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ماڻهو	Maanhoo
5	منجھايا	منجھ	VERB	VBD 	فعل					Morphology Form = Bound	منجھ	Munjhaaya
6	.	.	PERIOD		پورو دم							Dot
1	گلابي	گلاب	ADJ	JJ 	صفت					Morphology Form = Simple	گلابي	gulabi
2	رنگ	رنگ	NOUN	NN 	اسم	Case = Nom				Morphology Form = Simple	رنگ	Rang
3	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
4	چادر	چادر	NOUN	NN 	اسم		Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	چادر	Chaadar
5	سٺي	سٺي	ADJ	JJ 	صفت					Morphology Form = Bound	سٺي	Suthi
6	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
7	.	.	PERIOD		پورو دم							Dot
8	گلاب	گلاب	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گلاب	Gulaab
9	جو	جو	ADP	IN 	حرفِ جر					Morphology Form = Simple	جو	Jo
10	گل	گل	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گل	Gul
11	بهترين	بهترين	ADJ	JJ 	صفت			Number = Sing		Morphology Form = Bound	بهتر	Behtareen
12	گلاب	گلاب	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گلاب	Gulaab
13	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
14	.	.	PERIOD		پورو دم							Dot
1	گرمي	گرم	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	گرمي	Garmi
2	۾	۾	ADP	IN 	حرفِ جر					Morphology Form = Simple	۾	Me
3	پاڻي	پاڻي	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Bound	پاڻي	paani
4	تمام	تمام	ADV	RB 	ظرف					Morphology Form = Simple	تمام	Tamam
5	گھڻو	گھڻو	ADJ	JJ 	صفت					Morphology Form = Simple	گھڻو	Ghanno
6	پيئجي	پيءَ	VERB	VB 	فعل					Morphology Form = Bound	پيءَ	peejay
7	.	.	PERIOD		پورو دم							Dot
1	گدڙ	گدڙ	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	گدڙ	gidar
2	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
3	سئو	سئو	NUM	CD 	صفت عددي					Morphology Form = Simple	سئو	Sao
4	سال	سال	NOUN	NN 	اسم		Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	سال	Saal
5	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
6	زندگي	زندگي	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زندگي	Zindagi
7	کان	کان	ADP	IN 	حرفِ جر					Morphology Form = Simple	کان	khaan
8	شينهن	شينهن	PROPN	NNP	اسم خاص	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	شينهن	Sheenhn
9	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
10	هڪ	هڪ	NUM	CD 	صفت عددي					Morphology Form = Simple	هڪ	Hik
11	ڏينهن	ڏينهن	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing		Morphology Form = Simple	ڏينهن	Ddeenhn
12	جي	جي	ADP	IN 	حرفِ جر	Case = Possessive				Morphology Form = Simple	جي	Je
13	زندگي	زندگي	NOUN	NN 	اسم	Case = ACC	Gender = Fem	Number = Sing	Person = 3	Morphology Form = Simple	زندگي	Zindagi
14	بهتر	بهتر	ADJ	JJ 	صفت			Number = Sing		Morphology Form = Simple	بهتر	Behtar
15	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
16	.	.	PERIOD		پورو دم							Dot
1	ڪو	ڪو	DET	DT 	ضمير اشارو					Morphology Form = Simple	ڪو	ko
2	ڪيئن	ڪيئن	ADV	RB 	ظرف					Morphology Form = Simple	ڪيئن	keean
3	چوي	چوي	VERB	VB 	فعل					Morphology Form = Bound	چوي	chaway
4	ڪو	ڪو	DET	DT 	ضمير اشارو					Morphology Form = Simple	ڪو	ko
5	ڪيئن	ڪيئن	ADV	RB 	ظرف					Morphology Form = Simple	ڪيئن	keean
6	چوي	چوي	VERB	VB 	فعل					Morphology Form = Bound	چوي	chaway
7	مان	مان	PRON	PRP 	ضمير	Case = Nom				Morphology Form = Simple	مان	Maan
8	جوئي	جو	DET	DT 	ضمير اشارو					Morphology Form = Bound	جوئي	Joee
9	آهيان	آهيان	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahyaan
10	سوئي	سوئي	PRON		ضمير					Morphology Form = Bound	سوئي	Soee
11	آهيان	آهيان	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahyaan
12	.	.	PERIOD		پورو دم							Dot
1	ڪنهن	ڪنهن	DET	DT 	ضمير اشارو					Morphology Form = Simple	ڪنهن	kehn
2	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
3	ڌوڪو	ڌوڪو	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڌوڪو	dhoko
4	ڏيڻ	ڏي	VERB	VB 	فعل					Morphology Form = Simple	ڏيڻ	ddian
5	اصل	اصل	ADV	RB 	ظرف		Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	اصل	Asul
6	۾	۾	ADP	IN 	حرفِ جر					Morphology Form = Simple	۾	Me
7	پنهنجو	پنهنجو	PRON	PRP 	ضمير	Case = Possessive				Morphology Form = Bound	پنهنجو	pahenjo
8	پاڻ	پاڻ	PRON	PRP 	ضمير					Morphology Form = Simple	پاڻ	paan
9	کي	کي	ADP	IN 	حرفِ جر					Morphology Form = Simple	کي	khe
10	ڌوڪو	ڌوڪو	NOUN	NN 	اسم	Case = ACC	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	ڌوڪو	dhoko
11	ڏيڻ	ڏي	VERB	VB 	فعل					Morphology Form = Simple	ڏيڻ	ddian
12	هوندو	هوندو	VERB	VBG 	فعل					Morphology Form = Bound	هوندو	Hoondo
13	آهي	آهي	AUX	VB 	فعل معاون					Morphology Form = Bound	آهي	Aahay
14	.	.	PERIOD		پورو دم							Dot
1	ڪنهن	ڪنهن	DET	DT 	ضمير اشارو					Morphology Form = Simple	ڪنهن	kehn
2	دور	دور	NOUN	NN 	اسم	Case = Nom	Gender = Masc	Number = Sing	Person = 3	Morphology Form = Simple	دور	Daor
